Net Value Per Share (B),Total debt/Total net worth,Debt ratio %,Net worth/Assets,Total Asset Turnover,Quick Assets/Total Assets,Current Assets/Total Assets,Quick Assets/Current Liability,Current Liability to Assets,Working Capital/Equity,Long-term Liability to Current Assets,Total expense/Assets,Working capitcal Turnover Rate,Cash Flow to Sales,Current Liability to Liability,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Net Income Flag,Equity to Liability,Bankrupt?,Operating Expense Rate,Total income/Total expense
0.230121,0.00468635,0.10013,0.89987,0.352324,0.529548,0.508455,0.00904918,0.106475,0.734775,0,0.112555,0.593931,0.671608,1,0.331431,0.0325986,0,0.923155,1,0.0379184,0,0.000354657,0.00242298
0.151195,0.00199801,0.0529069,0.947093,0.106447,0.401983,0.385178,0.0157318,0.0467846,0.735206,0,0.0487833,0.59398,0.671561,0.802898,0.313014,0.0188056,0,0.81442,1,0.0727995,0,0.00041606,0.00229462
0.169314,0.00026628,0.00831393,0.991686,0.0314843,0.507919,0.488211,0.0798938,0.0113352,0.737255,0,0.0541493,0.594313,0.67177,0.905218,0.32204,0.00347888,0,0.785585,1,0.343056,0,0.00108629,0.00219725
0.30319,0.000916477,0.0268464,0.973154,0.071964,0.842185,0.807873,0.0491135,0.0311641,0.740808,0,0.0483031,0.594215,0.671599,0.989642,0.316809,0.00585384,0,0.864034,1,0.137197,0,0.000636348,0.0024707
0.19346,0.00554902,0.111679,0.888321,0.173913,0.820991,0.787463,0.0127043,0.117665,0.739365,0,0.0309105,0.59398,0.671592,0.99485,0.320814,0.0232777,0,0.821932,1,0.0337157,0,0.000147437,0.00237352
0.177405,0.00105144,0.0303837,0.969616,0.0434783,0.578608,0.563756,0.0364793,0.0288717,0.737929,0,0.0423896,0.594214,0.671817,0.821575,0.328432,0.00785039,0,0.813441,1,0.122754,0,0.000754875,0.00230043
0.197505,0.00154114,0.0425069,0.957493,0.0749625,0.473687,0.48764,0.0272367,0.0317436,0.737081,0,0.0293399,0.594064,0.671547,0.665781,0.312126,0.0100257,0,0.838126,1,0.0898875,0,0.000340203,0.00247548
0.180144,0.00202811,0.0535417,0.946458,0.130435,0.726979,0.696465,0.0232178,0.057164,0.739062,0,0.0721997,0.59403,0.671561,0.971844,0.312617,0.0126899,0,0.824265,1,0.0719504,0,0.000497699,0.00229693
0.18322,0.00400514,0.0899719,0.910028,0.169415,0.490799,0.88358,0.010671,0.0839036,0.741945,0,0.0272599,0.594019,0.671582,0.871798,0.317278,0.0147212,0,0.819856,1,0.0424737,0,0.000138533,0.00237975
0.161982,0.0187354,0.199413,0.800587,0.112444,0.686458,0.659774,0.00614169,0.201455,0.732227,0.00090921,0.0353445,0.593917,0.671753,0.96799,0.369132,0.0477205,0,0.777971,1,0.0173052,0,0.000196813,0.00214308
0.264001,0.00335495,0.0792696,0.92073,0.127436,0.473143,0.484868,0.0104149,0.0828828,0.735327,0,0.0197925,0.593967,0.671561,0.973398,0.312458,0.0265705,0,0.845826,1,0.0484757,0,0.000136682,0.00266032
0.233239,0.0060068,0.117242,0.882758,0.214393,0.402135,0.68085,0.00591577,0.123131,0.737262,0,0.0181478,0.593957,0.671574,0.993075,0.315141,0.0281927,0,0.8115,1,0.0319658,0,7.83e+09,0.00237632
0.179849,0.00631777,0.120869,0.879131,0.358321,0.767139,0.8484,0.0119971,0.116407,0.740996,0.000293459,0.0518155,0.59395,0.671575,0.910621,0.31675,0.0213648,0,0.813827,1,0.0309165,0,0.000119337,0.00228888
0.15208,0.00666065,0.124679,0.875321,0.0704648,0.477524,0.558454,0.00747441,0.116024,0.73555,0.00278203,0.0167318,0.59401,0.671573,0.880282,0.314629,0.0323673,0,0.796116,1,0.029873,0,0.000217744,0.0022317
0.180776,0.000631047,0.0190162,0.980984,0.0794603,0.752561,0.721141,0.120735,0.0110586,0.7403,0,0.0649947,0.594166,0.671601,0.473052,0.317307,0.00220866,0,0.814018,1,0.184556,0,0.000662944,0.00227743
0.197126,0.00232448,0.0597999,0.9402,0.136432,0.567907,0.54694,0.0160023,0.0648312,0.736767,0,0.0587333,0.593987,0.671578,0.994042,0.31559,0.0183918,0,0.834811,1,0.0645001,0,0.000335346,0.00234296
0.174118,0.00113899,0.0326511,0.967349,0.053973,0.781047,0.748398,0.0411472,0.0345494,0.740103,0,0.0181592,0.594261,0.671548,0.92256,0.312954,0.00704928,0,0.815079,1,0.114982,0,0.000299036,0.00240988
0.333488,0.00145542,0.0404813,0.959519,0.122939,0.249117,0.292289,0.0105273,0.0435491,0.733964,0,0.0248272,0.593973,0.671573,0.957887,0.314593,0.0230214,0,0.812622,1,0.094151,0,0.000281112,0.00234466
0.187392,0.00616183,0.119086,0.880914,0.251874,0.596559,0.799124,0.00933751,0.116174,0.739986,0.00121121,0.0572076,0.593961,0.671572,0.922202,0.31454,0.0226433,0,0.814449,1,0.0314294,0,0.000183978,0.00228518
0.170705,0.00528,0.108232,0.891768,0.0884558,0.951707,0.91176,0.0237909,0.0730033,0.744047,0.00321641,0.0644497,0.594185,0.671811,0.631822,0.34473,0.012379,0,0.820074,1,0.0348835,0,0.000796967,0.00229388
0.136025,0.00647279,0.122623,0.877377,0.136432,0.5652,0.695251,0.0114243,0.0902016,0.739776,0,0.0951588,0.594004,0.67166,0.692912,0.336288,0.0201725,0,0.773373,1,0.0304322,0,0.00041687,0.00218941
0.213392,0.00848722,0.142516,0.857484,0.194903,0.740737,0.958213,0.0089712,0.149817,0.742284,0,0.0589618,0.593972,0.671541,1,0.298947,0.0243886,0,0.811848,1,0.025713,0,0.000217628,0.002276
0.161982,0.0199537,0.203525,0.796475,0.613193,0.676883,0.657419,0.00622972,0.195926,0.732802,0,0.119822,0.593916,0.671567,0.922129,0.303172,0.0465713,0,0.767599,1,0.0168764,0,0.000145702,0.00218952
0.183557,0.00730811,0.131451,0.868549,0.346327,0.647272,0.896344,0.00870576,0.134975,0.741319,0,0.0782691,0.593957,0.671573,0.974212,0.315272,0.0234743,0,0.824863,1,0.0281654,0,0.000222947,0.00229304
0.242341,0.00566027,0.11307,0.88693,0.041979,0.131668,0.36759,0.00257096,0.0928008,0.73321,0.00706443,0.00461049,0.593963,0.671578,0.772569,0.315005,0.0391816,0,0.818087,1,0.0332646,0,4.52e+09,0.0030493
0.172222,0.00124203,0.0352511,0.964749,0.0944528,0.662471,0.652772,0.0326182,0.0370237,0.738847,0,0.0301518,0.594079,0.671684,0.922834,0.327844,0.00870961,0,0.815459,1,0.107138,0,0.000278337,0.00234047
0.139354,0.0246391,0.216555,0.783445,0.083958,0.700512,0.737306,0.00595073,0.211979,0.734095,0,0.0808361,0.59393,0.671564,0.938889,0.311432,0.0449604,0,0.72575,1,0.0156197,1,0.000411782,0.00208161
0.172854,0.00263727,0.066058,0.933942,0.071964,0.388057,0.565967,0.0125208,0.056733,0.737562,0,0.0407359,0.594029,0.671514,0.790217,0.30649,0.0155297,0,0.796481,1,0.0583872,0,0.000318232,0.00223219
0.189288,0.00538305,0.109563,0.890437,0.154423,0.453354,0.636838,0.00816192,0.101077,0.737544,0,0.0365601,0.593978,0.671566,0.868989,0.313086,0.0247086,0,0.798986,1,0.0344232,0,0.000228266,0.00224415
0.190595,0.00267101,0.0667231,0.933277,0.181409,0.637224,0.748007,0.016465,0.0706645,0.739581,0,0.0232667,0.593994,0.671547,0.977235,0.307688,0.0146384,0,0.810529,1,0.0577979,0,9.62e+09,0.00233699
0.186465,0.00379267,0.0866161,0.913384,0.104948,0.795915,0.762507,0.0223782,0.0649235,0.740834,0,0.0409921,0.59406,0.671616,0.697573,0.322154,0.0131738,0,0.779124,1,0.0442148,0,0.000239714,0.00215985
0.208841,0.00364494,0.0841975,0.915803,0.130435,0.650111,0.723101,0.0136143,0.0871,0.738964,0,0.0448137,0.594,0.671513,0.965773,0.300718,0.0187178,0,0.817406,1,0.0455415,0,0.000265386,0.00231173
0.182588,0.00314247,0.0755208,0.924479,0.262369,0.70538,0.752872,0.0160979,0.0799626,0.739497,0,0.0247385,0.593967,0.671595,0.983599,0.324058,0.0164832,0,0.805411,1,0.0509602,0,7.9e+08,0.00229529
0.17298,0.0071622,0.129969,0.870031,0.0869565,0.271681,0.319486,0.00520162,0.0949617,0.732228,0.0109756,0.0712058,0.59392,0.671585,0.689259,0.316764,0.046048,0,0.804484,1,0.0285242,0,0.000724347,0.00225042
0.221651,0.00170711,0.0464069,0.953593,0.0989505,0.808425,0.774493,0.0286418,0.0515,0.740158,0,0.0578403,0.594105,0.671617,1,0.319986,0.0102433,0,0.886875,1,0.0826834,0,0.000523602,0.00249845
0.168303,0.00209559,0.0549929,0.945007,0.0824588,0.763699,0.761971,0.0234285,0.0595058,0.739912,0,0.0818885,0.59411,0.671599,0.986847,0.317675,0.0120659,0,0.799722,1,0.0700833,0,0.000637041,0.00223781
0.15878,0.00432523,0.0948695,0.90513,0.124438,0.332197,0.322422,0.00597106,0.101096,0.731889,0,0.0804334,0.593914,0.671587,1,0.31743,0.0485877,0,0.798482,1,0.0401599,0,0.000419182,0.00223532
0.186128,0.00406168,0.0908789,0.909121,0.263868,0.820931,0.786543,0.015433,0.096989,0.739703,0,0.0408755,0.593967,0.67156,1,0.309378,0.0191733,0,0.800607,1,0.0420378,0,0.000120724,0.00224942
0.256921,0.00234089,0.0601324,0.939868,0.116942,0.778932,0.746238,0.0218247,0.0651524,0.739599,0,0.0860093,0.59405,0.671601,0.993725,0.319236,0.0135131,0,0.852901,1,0.0641413,0,0.000619812,0.00234304
0.283806,0.00187126,0.0500952,0.949905,0.137931,0.719059,0.774352,0.0252532,0.0519764,0.740258,0,0.0770194,0.594043,0.671633,0.939782,0.325732,0.0103419,0,0.88951,1,0.0767798,0,0.000466131,0.00243744
0.183305,0.00163233,0.0446836,0.955316,0.113943,0.963878,0.92342,0.0353389,0.0497316,0.742171,0,0.0536814,0.594113,0.671614,1,0.320627,0.00825374,0,0.823386,1,0.0857507,0,0.000408312,0.00231725
0.246049,0.00102864,0.029779,0.970221,0.0974513,0.690098,0.66843,0.0364216,0.0345111,0.739006,0,0.0696171,0.594107,0.671692,1,0.326987,0.00791079,0,0.852451,1,0.12497,0,0.000727354,0.00236857
0.170916,0.00203631,0.0537231,0.946277,0.071964,0.382116,0.36812,0.0136427,0.0512946,0.734777,0,0.0896652,0.593993,0.671642,0.868321,0.321823,0.0215808,0,0.784414,1,0.0717018,0,0.00105726,0.00220796
0.219038,0.00119826,0.0341627,0.965837,0.157421,0.877928,0.894795,0.0444267,0.0359611,0.74197,0,0.0597811,0.594064,0.671613,0.922523,0.322315,0.00610387,0,0.830886,1,0.110352,0,0.00034876,0.00232977
0.189625,0.00674546,0.125586,0.874414,0.0869565,0.296257,0.343249,0.00481426,0.111447,0.731632,0.00584755,0.0492591,0.593909,0.671593,0.839004,0.317411,0.0503668,0,0.828796,1,0.0296324,0,0.000549273,0.00234384
0.53428,0.00751876,0.133537,0.866463,0.325337,0.842021,0.808615,0.0108826,0.140641,0.73925,0,0.0487648,0.593966,0.671631,1,0.338109,0.0271333,0,0.944328,1,0.0276715,0,0.000216472,0.00274965
0.17572,0.0313964,0.230099,0.769901,0.16042,0.3614,0.353707,0.00277483,0.229782,0.712473,0.00256827,0.0749909,0.593836,0.671574,0.959239,0.31598,0.100918,0,0.811426,1,0.014465,0,0.000456533,0.00226519
0.199992,0.00155026,0.0427487,0.957251,0.0914543,0.633246,0.613366,0.0381593,0.0302019,0.738822,0,0.0259693,0.594124,0.671761,0.62993,0.332205,0.00753836,0,0.820858,1,0.0894219,0,0.000313375,0.00239378
0,0.0129109,1,0,0.289355,0.52601,0.511293,0.00081395,1,0.745133,0,0.197692,0.593477,0.671592,0.973331,0.312856,0.305792,1,0.705559,1,0,0,0.000888898,0.00215183
0.152501,0.00265368,0.0663905,0.933609,0.121439,0.501248,0.480208,0.0147602,0.0620688,0.73606,0,0.0411926,0.593985,0.671591,0.861438,0.317634,0.0200531,0,0.81793,1,0.0581016,0,0.000319504,0.00232109
0.16628,0.000163233,0.00513952,0.99486,0.0374813,0.528125,0.506069,0.105091,0.00885964,0.737497,0,0.0417873,0.594265,0.671789,0.953559,0.324287,0.00258211,0,0.799271,1,0.458233,0,0.000742502,0.00224353
0.304201,0.00210015,0.0550836,0.944916,0.077961,0.588421,0.565298,0.0179319,0.0599479,0.737151,0,0.0608195,0.594064,0.671786,0.992487,0.335657,0.016439,0,0.855282,1,0.069954,0,0.000758228,0.00239658
0.189625,0.00806409,0.138707,0.861293,0.232384,0.861405,0.826381,0.0107671,0.145386,0.739538,0,0.0353864,0.593961,0.671601,0.996197,0.327548,0.0274514,0,0.81323,1,0.0265118,0,0.000118874,0.00231336
0.174076,0.000647462,0.0194697,0.98053,0.0464768,0.511444,0.501805,0.0541916,0.0170401,0.737408,0,0.0586442,0.594168,0.671517,0.712191,0.311201,0.00515576,0,0.79501,1,0.18083,0,0.000750943,0.00222721
0.194471,0.00140253,0.0392115,0.960788,0.0764618,0.462653,0.478242,0.0311987,0.0270275,0.737093,0,0.0339152,0.59406,0.671564,0.61014,0.313705,0.0086846,0,0.836275,1,0.0970463,0,0.000387845,0.00243304
0.178754,0.00210835,0.0552952,0.944705,0.146927,0.665286,0.663967,0.0203057,0.0598328,0.738538,0,0.0853281,0.594007,0.671545,0.987439,0.308975,0.0139499,0,0.81615,1,0.0697232,0,0.000514351,0.00227038
0.179217,0.00556817,0.111921,0.888079,0.187406,0.378787,0.867352,0.00670499,0.102692,0.741718,0,0.0313271,0.593998,0.671571,0.864817,0.314124,0.0184076,0,0.819744,1,0.0336351,0,0.000141192,0.00235969
0.16746,0.00619739,0.119479,0.880521,0.158921,0.364332,0.377539,0.00562454,0.117364,0.731927,0,0.0779805,0.593915,0.671475,0.92864,0.286809,0.0482891,0,0.77651,1,0.0313107,0,0.000292907,0.00218736
0.270659,0.00475748,0.101158,0.898842,0.154423,0.520542,0.522533,0.00897518,0.105533,0.735085,0,0.0194196,0.593951,0.671617,0.981397,0.325332,0.0314417,0,0.844752,1,0.0375132,0,0.000121303,0.00265914
0.225444,0.00425774,0.0938719,0.906128,0.221889,0.404147,0.65536,0.00742065,0.0990944,0.737525,0,0.0223289,0.593955,0.671579,0.990216,0.317228,0.0235346,0,0.808713,1,0.0406181,0,7.77e+09,0.0023276
0.178248,0.00892494,0.146265,0.853735,0.328336,0.773639,0.839742,0.00972282,0.1445,0.74028,0.000112107,0.0437744,0.593949,0.671579,0.939689,0.318999,0.0268474,0,0.800972,1,0.0249651,0,0.000121765,0.00224955
0.147107,0.00799387,0.138072,0.861928,0.0569715,0.538717,0.548609,0.00904882,0.108306,0.736179,0.00686554,0.0259088,0.594009,0.671634,0.742223,0.322505,0.0307434,0,0.752306,1,0.026653,0,0.000214043,0.00194229
0.195946,0.00739383,0.132297,0.867703,0.0809595,0.655371,0.627883,0.0204528,0.0585197,0.740969,0,0.0338149,0.594124,0.671821,0.412347,0.344959,0.014432,0,0.840079,1,0.0279616,0,0.00048417,0.00245285
0.192533,0.00267557,0.0668138,0.933186,0.13943,0.453223,0.439561,0.0116024,0.0713634,0.735028,0,0.0722202,0.593957,0.67153,0.98578,0.305919,0.0252063,0,0.823348,1,0.0577226,0,0.000405306,0.00229474
0.174835,0.00115266,0.0330139,0.966986,0.0524738,0.723792,0.693532,0.0384108,0.0343099,0.739422,0,0.0195459,0.594236,0.671633,0.907447,0.318548,0.00757091,0,0.817825,1,0.113869,0,0.000332339,0.00242111
0.329358,0.00191594,0.0510929,0.948907,0.0929535,0.301069,0.354618,0.0101047,0.054646,0.734411,0,0.0451952,0.593966,0.671585,0.970388,0.316364,0.0238675,0,0.779701,1,0.0753208,0,0.000285275,0.00216855
0.186001,0.00813978,0.139402,0.860598,0.223388,0.610606,0.817033,0.00863495,0.128417,0.740553,0.00230417,0.0547753,0.593968,0.671605,0.874075,0.329778,0.0245008,0,0.805756,1,0.0263626,0,0.000214043,0.00226053
0.185201,0.00729625,0.13133,0.86867,0.0974513,0.965243,0.924728,0.0153117,0.114868,0.743221,0.00205001,0.0563827,0.594117,0.671779,0.827915,0.347163,0.0193277,0,0.843509,1,0.0281948,0,0.000628831,0.00237402
0.131431,0.0160443,0.188923,0.811077,0.125937,0.626191,0.752385,0.00603746,0.187013,0.736538,0,0.0819773,0.593947,0.671587,0.94713,0.320665,0.0388483,0,0.709278,1,0.018482,0,0.000526724,0.00204935
0.220008,0.00663147,0.124346,0.875654,0.235382,0.645066,0.915978,0.00892638,0.131243,0.741555,0,0.061812,0.593973,0.671585,0.99998,0.320303,0.0223272,0,0.809455,1,0.0299595,0,0.00022792,0.00226727
0.170157,0.0239679,0.214923,0.785077,0.598201,0.857959,0.837933,0.00691582,0.223834,0.736584,0,0.0913651,0.593921,0.671579,0.999754,0.327796,0.0417949,0,0.811674,1,0.0157697,0,0.000148709,0.00225934
0.186001,0.00622384,0.119781,0.880219,0.328336,0.600499,0.871224,0.00886286,0.123108,0.740961,0,0.0778594,0.593957,0.671595,0.972241,0.328176,0.0220116,0,0.830158,1,0.0312218,0,0.000213234,0.00230499
0.237495,0.00520705,0.107265,0.892735,0.041979,0.165153,0.335776,0.00353993,0.0849922,0.733057,0.00825339,0.0053282,0.593957,0.671556,0.74404,0.3133,0.0392338,0,0.804093,1,0.0352197,0,5.93e+09,0.00249094
0.166365,0.00205182,0.0540557,0.945944,0.128936,0.64847,0.651992,0.0209284,0.056589,0.738485,0,0.0575714,0.594016,0.671496,0.953328,0.300511,0.0134283,0,0.777601,1,0.0712748,0,0.000219941,0.00217551
0.18086,0.0106895,0.159658,0.840342,0.11994,0.628257,0.667458,0.00971203,0.117641,0.739014,0.00767264,0.0193651,0.594048,0.671869,0.698863,0.359173,0.0274676,0,0.810222,1,0.0225636,0,0.000277759,0.00235585
0.0696557,0.0211018,0.52541,0.47459,0.10045,0.403606,0.434591,0.00437405,0.165715,0.733395,0.0381913,0.20204,0.593895,0.671572,0.295239,0.314685,0.0593737,1,0.519388,1,0.00394628,1,0.000106848,0.00199611
0.13101,0.0851275,0.268706,0.731294,0.244378,0.465562,0.739236,0.00344621,0.239915,0.727664,0.00478032,0.136224,0.593912,0.671564,0.858173,0.282216,0.0507798,0,0.557733,1,0.0117972,1,5.53e+09,0.00193123
0.132401,0.08623,0.269039,0.730961,0.0689655,0.199553,0.430385,0.00208988,0.167973,0.718867,0.0250809,0.0792321,0.59388,0.671578,0.595674,0.320399,0.0607663,0,0.641804,1,0.0117772,1,0.000402762,0.00189763
0.249041,0.0155154,0.186595,0.813405,0.298351,0.292746,0.678336,0.00562237,0.0947037,0.743337,0.0146954,0.0130689,0.593963,0.671577,0.47868,0.317937,0.0217196,0,0.817766,1,0.0187606,0,3.38e+07,0.00251505
0.191648,0.00118367,0.0337697,0.96623,0.118441,0.132616,0.12706,0.00680703,0.036372,0.732092,0,0.01783,0.593918,0.671581,0.942553,0.315798,0.0432729,0,0.807007,1,0.111493,0,7.61e+09,0.00233589
0.339935,0.00680564,0.126251,0.873749,0.337331,0.390431,0.549708,0.00652262,0.108701,0.735882,0.00354121,0.00970744,0.593934,0.671574,0.813875,0.315414,0.0307948,0,0.837317,1,0.0294633,0,2.58e+08,0.00295753
0.188951,0.00672813,0.125404,0.874596,0.236882,0.373362,0.462595,0.00561758,0.120373,0.733405,0.00144214,0.0251214,0.593924,0.671567,0.908558,0.312074,0.0405043,0,0.814487,1,0.0296815,0,8.38e+09,0.00235599
0.201761,0.00339507,0.0799649,0.920035,0.0689655,0.2066,0.346726,0.00558638,0.0678059,0.733954,0.00264544,0.0301442,0.593969,0.671529,0.787718,0.309911,0.0303058,0,0.842914,1,0.0480417,0,0.000318694,0.00249605
0.164763,0.0104615,0.158086,0.841914,0.05997,0.177295,0.237988,0.00437211,0.0742262,0.731953,0.0270298,0.0256367,0.593915,0.671573,0.440399,0.314637,0.0480447,0,0.764487,1,0.0228287,0,0.000137376,0.00202038
0.191817,0.00384191,0.0874021,0.912598,0.112444,0.143187,0.186199,0.00563871,0.0471341,0.732526,0.0190214,0.0486283,0.593924,0.671567,0.498845,0.313505,0.0387688,0,0.820989,1,0.0437925,0,0.000329795,0.0023179
0.177911,0.00105965,0.0305953,0.969405,0.0509745,0.130454,0.128646,0.00950722,0.0256739,0.732552,0.00359226,0.0126063,0.593942,0.671557,0.72589,0.313555,0.0302604,0,0.813669,1,0.122009,0,0.000171489,0.00247001
0.198475,0.0076519,0.134837,0.865163,0.146927,0.525887,0.804375,0.00686872,0.138678,0.739353,0,0.00838618,0.593989,0.671572,0.97657,0.314519,0.026893,0,0.82152,1,0.0273742,0,5.38e+09,0.00275054
0.184189,0.00267283,0.0667533,0.933247,0.089955,0.209848,0.241129,0.00746797,0.0517533,0.733055,0,0.0137658,0.59394,0.671606,0.71285,0.31879,0.0330723,0,0.837773,1,0.0577772,0,0.000122459,0.00274878
0.18853,0.00492071,0.103425,0.896575,0.0974513,0.154596,0.264962,0.00529787,0.0539385,0.733562,0.0149105,0.0332325,0.593942,0.671567,0.485035,0.313633,0.0314219,0,0.829223,1,0.0366354,0,0.000263073,0.00240097
0.175593,0.00897692,0.146688,0.853312,0.05997,0.136079,0.182018,0.00311964,0.0796816,0.730298,0.0337239,0.0439787,0.59388,0.671575,0.510705,0.314922,0.0669338,0,0.802412,1,0.0248812,0,0.000446935,0.00225505
0.189752,0.00464166,0.0995253,0.900475,0.0389805,0.172193,0.185129,0.0062444,0.0509413,0.732333,0.0229342,0.0123249,0.593932,0.67162,0.475183,0.317765,0.0421282,0,0.823477,1,0.0381744,0,0.000217165,0.00261137
0.197463,0.00623478,0.119932,0.880068,0.181409,0.313802,0.805101,0.00481976,0.117784,0.740038,0,0.0220089,0.593988,0.671569,0.928708,0.313415,0.0227889,0,0.844196,1,0.0311864,0,0.000111242,0.00260434
0.184316,0.00332212,0.0786952,0.921305,0.125937,0.251268,0.335845,0.0076234,0.0604725,0.734143,0,0.015726,0.593947,0.67157,0.712286,0.314113,0.0278856,0,0.814539,1,0.0488404,0,8.4e+09,0.00243185
0.185243,0.00272846,0.0678417,0.932158,0.136432,0.34555,0.508895,0.0113205,0.0559194,0.736804,0.00126553,0.032092,0.593988,0.671578,0.759212,0.315561,0.0170311,0,0.820801,1,0.0568447,0,0.000189759,0.00236222
0.193544,0.00343884,0.0806905,0.919309,0.112444,0.390144,0.389485,0.0207194,0.0344567,0.736321,0.0105272,0.0161955,0.593985,0.671534,0.391384,0.30777,0.0136677,0,0.821637,1,0.0475839,0,0.000104304,0.00250084
0.197842,0.00177824,0.0480092,0.951991,0.103448,0.811927,0.832343,0.0391743,0.0377469,0.741603,0,0.0342786,0.594123,0.671679,0.708117,0.328564,0.00691801,0,0.86897,1,0.0800109,0,0.000217512,0.00259378
0.170536,0.00331847,0.0786347,0.921365,0.0764618,0.210363,0.372892,0.00459627,0.0834576,0.733558,2.35e+09,0.0349194,0.593954,0.671577,0.987862,0.315099,0.0347308,0,0.797481,1,0.048881,0,0.000310484,0.00223745
0.18992,0.00723789,0.130756,0.869244,0.152924,0.410198,0.648758,0.00587328,0.126452,0.736824,0,0.0179645,0.593957,0.671572,0.916736,0.314375,0.0303902,0,0.822784,1,0.0283358,0,9.16e+09,0.00248508
0.196241,0.00258346,0.0649998,0.935,0.115442,0.280323,0.410523,0.0104056,0.0494746,0.735619,0.00310697,0.0293996,0.593986,0.671574,0.698493,0.314816,0.0186673,0,0.864391,1,0.0593338,0,0.000246768,0.00262755
0.193586,0.00183022,0.0491883,0.950812,0.172414,0.48185,0.731475,0.0172623,0.0510455,0.739685,0,0.0252008,0.594019,0.67158,0.938685,0.316126,0.01076,0,0.825523,1,0.0781518,0,0.000130438,0.00243039
0.157895,0.0057925,0.114702,0.885298,0.10045,0.306226,0.669521,0.0050448,0.110006,0.737768,0.00131406,0.023571,0.594001,0.671562,0.905328,0.312665,0.0255933,0,0.796615,1,0.0327497,0,9.97e+09,0.0022348
0.185159,0.00315615,0.0757626,0.924237,0.0674663,0.441607,0.512314,0.0100213,0.0804219,0.735814,0,0.0349475,0.59403,0.671637,0.986179,0.320786,0.0243988,0,0.853261,1,0.0507879,0,0.000458267,0.00251005
0.18183,0.00540494,0.109835,0.890165,0.22039,0.589494,0.608623,0.00962206,0.111457,0.736435,0,0.0338229,0.593949,0.671562,0.957071,0.310833,0.0285287,0,0.820285,1,0.0343267,0,0.000117949,0.00235285
0.222831,0.00164236,0.0448952,0.955105,0.116942,0.542865,0.562935,0.0208197,0.0476478,0.737444,0,0.0409825,0.59402,0.671577,0.953508,0.315331,0.0130862,0,0.875581,1,0.0853521,0,0.000322163,0.00256183
0.143947,0.0167793,0.192007,0.807993,0.0944528,0.251528,0.480777,0.00228658,0.193375,0.72732,0.000246893,0.0154898,0.593874,0.671574,0.964209,0.315017,0.0627155,0,0.77201,1,0.0181232,0,6.83e+08,0.0019661
0.18322,0.00625576,0.120144,0.879856,0.149925,0.669361,0.922631,0.00977127,0.12453,0.74187,0,0.0669685,0.594026,0.671624,0.98075,0.327573,0.0210201,0,0.847187,1,0.0311199,0,0.000291288,0.00236063
0.174792,0.00570313,0.113583,0.886417,0.250375,0.637101,0.679846,0.0119857,0.0968734,0.738709,0.00332903,0.0459182,0.593958,0.671579,0.803356,0.317706,0.0221721,0,0.806601,1,0.0330971,0,0.000108814,0.00226957
0.21946,0.00592564,0.116304,0.883696,0.0689655,0.189271,0.181327,0.00885324,0.0395417,0.732994,0.0452789,0.0205006,0.593942,0.671573,0.313003,0.3146,0.0333877,0,0.840191,1,0.0322555,0,0.000254978,0.00259852
0.211664,0.00585634,0.115458,0.884542,0.101949,0.286039,0.332941,0.00818065,0.06405,0.734322,0.014252,0.0186992,0.593954,0.671568,0.51845,0.313898,0.029795,0,0.830562,1,0.0325104,0,0.000161197,0.00254608
0.232649,0.00755524,0.1339,0.8661,0.149925,0.526592,0.575811,0.0159624,0.0602907,0.739863,0.0113429,0.0152842,0.59401,0.67159,0.420132,0.31869,0.0162303,0,0.838583,1,0.0275889,0,0.000100257,0.0027063
0.180734,0.00192597,0.0513348,0.948665,0.0554723,0.265657,0.31118,0.0141051,0.0346377,0.734712,0.00659856,0.0241437,0.594034,0.671594,0.609563,0.315992,0.0171959,0,0.790198,1,0.0749863,0,0.000195426,0.0021893
0.197042,0.00810148,0.139069,0.860931,0.188906,0.498491,0.650473,0.00635293,0.141975,0.73604,0,0.0390736,0.593942,0.671543,0.970124,0.301875,0.0340541,0,0.78232,1,0.026437,0,0.000162469,0.00217038
0.17416,0.00979217,0.153158,0.846842,0.101949,0.479007,0.531063,0.0056995,0.15175,0.732902,0.00124943,0.0321782,0.593927,0.671559,0.943486,0.311666,0.0445592,0,0.793041,1,0.0236772,0,0.000271746,0.00221453
0.234588,0.0153065,0.185658,0.814342,0.437781,0.663156,0.684447,0.0065057,0.184023,0.734646,0,0.0176338,0.59392,0.671567,0.948095,0.307436,0.0420091,0,0.817607,1,0.0188762,0,3.18e+09,0.00243972
0.203278,0.00287072,0.0705324,0.929468,0.236882,0.718673,0.772052,0.0173368,0.0756626,0.739825,0,0.0690133,0.593985,0.671619,0.993004,0.32942,0.0151946,0,0.855387,1,0.0546371,0,0.000200398,0.00237705
0.238802,0.00292634,0.0715603,0.92844,0.127436,0.370097,0.601947,0.0130926,0.0517792,0.738479,0.00328086,0.0484696,0.594011,0.671594,0.666899,0.318749,0.0133043,0,0.829504,1,0.0538302,0,0.000298458,0.00234819
0.176773,0.00500096,0.104514,0.895486,0.154423,0.572569,0.596793,0.01152,0.0906164,0.737292,0.00207882,0.0412546,0.593973,0.671571,0.814551,0.314215,0.0236202,0,0.818392,1,0.0362204,0,0.000232661,0.00232287
